precursor mass,RTMean,Adduct,Compound_Name,Compound_Source,Data_Collector,DefaultGroups,G1,G2,G3,G4,G5,G6,GNPSLibraryURL,GNPSLinkout_Cluster,GNPSLinkout_Network,INCHI,Instrument,Ion_Source,IonMode,Library_Class,MassDiff,MQScore,MZErrorPPM,name,number of spectra,parent mass,PI,RTConsensus,selected,shared name,SharedPeaks,Smiles,SpectrumID,sum(precursor intensity),tags,charge,cluster index,componentindex,UniqueFileSources
391.339,630.42475,,,,,"G2,G4",0,3,0,1,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1775&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1775,4,391.339,,0,FALSE,1775,,,,804482,,0,1775,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
206.113,60.35385,,,,,"G1,G3,G4",4,0,2,2,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=272&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,272,8,206.113,,0,FALSE,272,,,,4.89E+07,,0,272,-1,Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
225.196,487.4755,,,,,"G3,G6",0,0,1,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=410&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,410,2,225.196,,0,FALSE,410,,,,656731,,0,410,-1,Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
364.212,539.2696667,,,,,G1,6,0,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1629&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1629,6,364.212,,0,FALSE,1629,,,,1713750,,0,1629,-1,Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
347.044,80.92135,,,,,G2,0,2,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1545&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1545,2,693.089,,0,FALSE,1545,,,,1055400,,0,1545,-1,Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
417.545,106.6671111,,,,,"G2,G3,G4,G5,G6",0,5,4,3,3,3,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1929&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1929,18,834.091,,0,FALSE,1929,,,,4941930,,0,1929,-1,Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
249.182,557.9395,,,,,"G4,G5",0,0,0,1,1,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=647&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,647,2,249.182,,0,FALSE,647,,,,709726,,0,647,-1,Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
269.135,415.491,,,,,"G1,G5",1,0,0,0,1,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=832&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,832,2,269.135,,0,FALSE,832,,,,334586,,0,832,-1,Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
245.095,293.3433333,M+H,Biotin,Commercial standard,Prasad,"G1,G2,G3,G4",2,1,3,3,0,0,http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000479609,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=626&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,"""InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1""",Q-Exactive Plus,DI-ESI,Positive,1,0.00300598,0.991304,12.2644,626,9,245.095,Alexandrov Theodore,0,FALSE,626,7,nan,CCMSLIB00000479609,1311340,nan,0,626,-1,Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
214.18,456.483,,,,,"G1,G2,G3,G6",1,2,1,0,0,2,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=319&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,319,6,214.18,,0,FALSE,319,,,,2627730,,0,319,-1,Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
526.431,681.5385,,,,,"G1,G2,G3,G5,G6",2,3,2,0,1,2,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=2220&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,2220,10,526.431,,0,FALSE,2220,,,,2069680,,0,2220,26,Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
131.974,429.97775,,,,,"G1,G2,G5",1,1,0,0,2,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=18&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,18,4,131.974,,0,FALSE,18,,,,1447240,,0,18,-1,Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
226.083,336.0423333,,,,,G1,3,0,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=412&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,412,3,226.083,,0,FALSE,412,,,,8707590,,0,412,-1,Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
230.58,471.0117143,,,,,"G2,G6",0,5,0,0,0,2,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=463&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,463,7,460.161,,0,FALSE,463,,,,2118320,,0,463,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
172.956,795.5203333,,,,,"G1,G2,G5,G6",2,1,0,0,1,2,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=108&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,108,6,172.956,,0,FALSE,108,,,,1643540,,0,108,-1,Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
187.126,735.8925,,,,,"G1,G2,G3,G4,G5,G6",3,2,2,1,1,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=164&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=56&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,164,10,187.126,,0,FALSE,164,,,,1631170,,0,164,56,Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
215.091,400.9043333,,,,,"G2,G3,G6",0,1,1,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=323&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,323,3,215.091,,0,FALSE,323,,,,560493,,0,323,-1,Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
185.115,365.83475,,,,,"G1,G2,G3,G4,G5,G6",9,9,5,5,4,4,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=147&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,147,36,185.115,,0,FALSE,147,,,,9926790,,0,147,69,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
378.742,774.67325,,,,,"G1,G3,G4,G6",1,0,2,3,0,2,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1717&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1717,8,756.485,,0,FALSE,1717,,,,3296490,,0,1717,-1,Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
279.039,454.5497333,,,,,"G1,G2,G3,G4,G5,G6",3,4,2,1,3,2,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=985&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=49&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,985,15,279.039,,0,FALSE,985,,,,4819550,,0,985,49,Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
239.164,623.43975,,,,,"G2,G6",0,3,0,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=556&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,556,4,239.164,,0,FALSE,556,,,,899052,,0,556,-1,Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
233.112,67.86575417,,,,,"G1,G2,G3,G4,G5,G6",6,6,3,3,3,3,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=506&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,506,24,233.112,,0,FALSE,506,,,,1.51E+08,,0,506,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
401.178,465.436875,,,,,"G1,G2,G6",2,4,0,0,0,2,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1823&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1823,8,401.178,,0,FALSE,1823,,,,1542120,,0,1823,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
