precursor mass,RTMean,Adduct,Compound_Name,Compound_Source,Data_Collector,DefaultGroups,G1,G2,G3,G4,G5,G6,GNPSLibraryURL,GNPSLinkout_Cluster,GNPSLinkout_Network,INCHI,Instrument,Ion_Source,IonMode,Library_Class,MassDiff,MQScore,MZErrorPPM,name,number of spectra,parent mass,PI,RTConsensus,selected,shared name,SharedPeaks,Smiles,SpectrumID,sum(precursor intensity),tags,charge,cluster index,componentindex,UniqueFileSources
202.997,74.6025,,,,,"G4,G5",0,0,0,1,1,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=254&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,254,2,202.997,,0,FALSE,254,,,,749350,,0,254,-1,Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
359.149,440.9365,,,,,G1,6,0,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1617&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1617,6,359.149,,0,FALSE,1617,,,,1527450,,0,1617,-1,Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
440.409,429.5035,,,,,"G2,G6",0,1,0,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=2025&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,2025,2,440.409,,0,FALSE,2025,,,,418526,,0,2025,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
257.172,445.5736667,,,,,"G1,G2",3,3,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=722&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,722,6,257.172,,0,FALSE,722,,,,1340910,,0,722,-1,Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
267.172,597.9115833,M+H,Spectral Match to Tributyl phosphate from NIST14,Isolated,Data deposited by pmallard,"G1,G2,G3,G4,G5,G6",6,6,3,3,3,3,http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003136367,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=825&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,"InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3",QQQ,ESI,Positive,3,0,0.921558,0,825,24,267.172,Data from Wolfender/Litaudon,0,FALSE,825,5,CCCCOP(=O)(OCCCC)OCCCC,CCMSLIB00003136367,9249040,nan,0,825,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
203.062,412.2021,,,,,"G1,G2,G3,G6",3,4,2,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=255&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,255,10,203.062,,0,FALSE,255,,,,2545570,,0,255,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
444.031,74.26846667,,,,,"G1,G2",1,2,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=2091&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,2091,3,444.031,,0,FALSE,2091,,,,563561,,0,2091,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
232.19,460.7623333,,,,,"G1,G3,G6",1,0,1,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=487&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,487,3,232.19,,0,FALSE,487,,,,2592370,,0,487,19,Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
463.13,680.7725,,,,,"G3,G6",0,0,1,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=2144&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,2144,2,463.13,,0,FALSE,2144,,,,414579,,0,2144,-1,Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
328.137,453.7666667,,,,,G1,3,0,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1414&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1414,3,655.275,,0,FALSE,1414,,,,1449600,,0,1414,-1,Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
195.122,177.5876923,M+H,Spectral Match to Tetraethylene glycol from NIST14,Isolated,Data deposited by marjo,"G1,G2,G3,G4,G5,G6",6,6,3,3,3,5,http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003139724,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=223&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,nan,Q-TOF,ESI,Positive,3,0.00100708,0.741012,5.16126,223,26,195.122,Data from Maria Maansson,0,FALSE,223,4,nan,CCMSLIB00003139724,2.18E+07,nan,0,223,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
252.144,177.3098333,,,,,"G1,G2,G3,G4,G5,G6",6,6,3,3,3,3,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=674&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=44&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,674,24,252.144,,0,FALSE,674,,,,3052180,,0,674,44,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
403.03,79.29368889,,,,,"G1,G2,G3,G6",1,6,1,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1829&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1829,9,403.03,,0,FALSE,1829,,,,4014420,,0,1829,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
476.306,313.6666667,,,,,"G1,G3",2,0,1,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=2160&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,2160,3,476.306,,0,FALSE,2160,,,,435954,,0,2160,-1,Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
178.031,465.473,,,,,G1,2,0,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=123&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,123,2,355.063,,0,FALSE,123,,,,835320,,0,123,-1,Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
412.041,71.407275,,,,,"G1,G2",1,3,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1902&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1902,4,412.041,,0,FALSE,1902,,,,1174900,,0,1902,-1,Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
507.639,555.3445882,,,,,"G1,G2,G3,G4,G6",4,6,1,3,0,3,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=2197&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,2197,17,1014.28,,0,FALSE,2197,,,,3673000,,0,2197,-1,Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
277.18,607.8040385,,,,,"G1,G2,G3,G4,G5,G6",6,7,3,4,3,3,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=978&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,978,26,277.18,,0,FALSE,978,,,,5972480,,0,978,-1,Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-F_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-H_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-E_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-G_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-I_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
525.462,438.677,,,,,"G1,G2",1,3,0,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=2219&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,2219,4,525.462,,0,FALSE,2219,,,,1573260,,0,2219,-1,Foston_In_1-K_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-J_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-D_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
261.242,650.566,,,,,"G1,G6",1,0,0,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=767&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,767,2,261.242,,0,FALSE,767,,,,339152,,0,767,-1,Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
457.271,744.093,,,,,"G3,G6",0,0,1,0,0,1,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=2124&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,2124,2,457.271,,0,FALSE,2124,,,,284929,,0,2124,-1,Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-L_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
305.134,87.29376667,,,,,"G1,G3",3,0,3,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=1245&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,1245,6,305.134,,0,FALSE,1245,,,,921801,,0,1245,-1,Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
220.081,68.37535,,,,,"G1,G3",2,0,2,0,0,0,,https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=ca37b09df5b349a1b8c3e7b740eb5a5e&view=cluster_details&protein=379&show=true,https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=ca37b09df5b349a1b8c3e7b740eb5a5e&show=true,,,,,,,,,379,4,220.081,,0,FALSE,379,,,,3026470,,0,379,-1,Foston_In_1-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-B_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_4-C_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML|Foston_In_1-A_Met_LC_RP_Pos_25May22_Fiji_HGold_3902.mzML
